약국명,우편번호,주소,전화번호,위도,경도
부경약국,38208,경상북도 경주시 외동읍 산업로 1767 상가 101호 (경주외동사랑으로부영2단지),054-624-0185,35.6721298,129.3308978
범어현약국,42081,"대구광역시 수성구 청호로 438 지하3층 106호 (범어동, 범어라온프라이빗2차)",053-753-0129,35.8557619,128.6417372
대학당약국,42644,대구광역시 달서구 감삼북길 63 1층 (감삼동),053-562-5196,35.852276,128.5452437
경주열린약국,38156,경상북도 경주시 금성로 287 (성건동),054-777-2040,35.843091,129.2066503
봉덕정약국,42442,대구광역시 남구 대봉로 61 103호 (봉덕동),053-474-4946,35.8441571,128.6037303
스타약국,42151,대구광역시 수성구 수성로 218 1층 (중동),053-716-4900,35.8449688,128.6130207
새희망약국,42753,대구광역시 달서구 조암로 42 플러스타워 1층 112호 (월성동),053-642-3222,35.8247073,128.5250912
밝은약국,38604,"경상북도 경산시 백자로10길 3-11 1층 103호 (사동, 드림프라자)",053-815-0080,35.8114358,128.7547807
포도약국,38436,경상북도 경산시 하양읍 하양로 94 (),053-853-1900,35.9127798,128.8182273
봉화경북약국,36239,경상북도 봉화군 봉화읍 신시장1길 3-13 (),054-672-7406,36.8907796,128.7355205
제일약국,36954,경상북도 문경시 중앙로 83 (점촌동),054-555-2219,36.5930842,128.1972332
더바른약국,39198,경상북도 구미시 문장로 74 (도량동),054-607-6337,36.1399387,128.3324823
포산약국,43018,대구광역시 달성군 유가읍 테크노상업로 112 (),053-617-5989,35.6932691,128.4618973
민트약국,42757,대구광역시 달서구 조암로 29 월성동이래타워 106호 (월성동),053-637-5334,35.8245753,128.5267877
동인약국,42133,대구광역시 수성구 수성로 268 상지빌딩 1층 (중동),053-767-7570,35.8494037,128.6134431
새봄약국,0,대구광역시 남구 명덕시장길 51 (대명동),053-655-8784,35.8456024,128.5858203
도담시청약국,42642,대구광역시 달서구 달구벌대로 1664 1층 (감삼동),053-262-0307,35.8538868,128.54804
경주건강한약국,38153,경상북도 경주시 화랑로 130 (황오동),054-777-6360,35.8441615,129.2150231
광약국,36432,경상북도 영덕군 영덕읍 중앙길 94 (),054-512-7000,36.4110638,129.3698194
대구종합약국,42152,대구광역시 수성구 수성로 215 (중동),053-766-8220,35.8448501,128.6123788
스마일약국,41970,대구광역시 중구 남산로 48 1층 (남산동),053-256-8822,35.8608406,128.582862
참사랑약국,36156,경상북도 영주시 구성로142번길 14 (조암동),054-636-9922,36.8057972,128.6297509
희망약국,42134,대구광역시 수성구 희망로 159 (중동),053-768-1591,35.8470841,128.6162898
새소망약국,42493,대구광역시 남구 대명남로 91 (대명동),053-621-9019,35.8350309,128.5682616
샘물약국,41940,대구광역시 중구 공평로 16 1층 (삼덕동2가),053-257-2700,35.8653477,128.6001593
다나온누리약국,37572,경상북도 포항시 북구 신덕로 248 (양덕동),054-244-2080,36.0877454,129.3890318
범어로타리약국,42019,대구광역시 수성구 달구벌대로 2403 1층 (범어동),053-744-6888,35.8598306,128.6254786
새대구약국,39826,경상북도 칠곡군 약목면 약목로 78 (),054-977-4073,36.0333797,128.3660314
푸른약국,48528,부산광역시 남구 동명로 137 (용호동),051-621-0040,35.119862,129.1118871
수성솔약국,42119,"대구광역시 수성구 명덕로 455 101동 101호 (수성동3가, 수성3가롯데캐슬아파트)",053-756-7582,35.8562366,128.619947
세화당약국,2110,서울특별시 중랑구 중랑역로 21 (중화동),02-434-8794,37.5959081,127.0759639
십자당약국,61481,광주광역시 동구 구성로 176 (금남로5가),062-223-5152,35.1516849,126.9126502
제생약국,8355,"서울특별시 구로구 개봉로3가길 57 (개봉동, 제생약국)",02-2617-4570,37.483678,126.85348
열린온누리약국,1835,"서울특별시 노원구 공릉로 173 1층 (공릉동, 메디홈즈빌딩)",02-978-7582,37.62532,127.0797227
삼진당약국,607813,부산광역시 동래구 여고북로 172-18 (사직동),051-504-2866,35.2016192,129.0741827
굿모닝약국,48052,부산광역시 해운대구 재송2로 31 (재송동),051-783-5775,35.1923322,129.1303218
제일약국,46930,부산광역시 사상구 백양대로 893 (모라동),051-311-6226,35.1858648,128.9907076
부광약국,49042,부산광역시 영도구 태종로 58 (대교동1가),051-412-3303,35.0928879,129.037228
현대온누리약국,46630,부산광역시 북구 시랑로 12-1 (구포동),051-335-2031,35.2044637,129.0040889
오륙도약국,48585,부산광역시 남구 용호로 173 (용호동),051-622-2900,35.1167725,129.1114258
해승약국,49325,부산광역시 사하구 낙동대로 466 (하단동),051-203-7316,35.1064241,128.9687251
강약국,47257,부산광역시 부산진구 가야대로 785 (부전동),051-806-0789,35.1581247,129.0574677
참사랑약국,47207,부산광역시 부산진구 동평로 358 (양정동),051-853-6859,35.1746018,129.064376
미소약국,47171,"부산광역시 부산진구 백양관문로 3 202호 (개금동, 개금주공아파트상가)",051-891-5885,35.1594433,129.0311601
하늘약국,47360,부산광역시 부산진구 범일로 131 (범천동),051-642-4529,35.1417508,129.0589342
해양약국,48936,"부산광역시 중구 충장대로9번길 52 102호 (중앙동4가, 마린센터빌딩)",051-469-4389,35.1101138,129.0389059
태양당약국,34815,대전광역시 중구 목중로 25 (목동),042-222-2343,36.3360829,127.4110492
성심약국,17368,경기도 이천시 중리천로33번길 4 (창전동),031-633-1316,37.2806837,127.4418753
우리팜약국,47257,부산광역시 부산진구 가야대로 767 (부전동),051-668-8999,35.1580587,129.0555001
성은 온누리약국,46764,부산광역시 강서구 명지오션시티4로 95 102호 (명지동),051-203-9101,35.0804516,128.9039488
승호약국,5241,서울특별시 강동구 올림픽로 779 (암사동),02-481-7522,37.5507516,127.1274819
아이사랑약국,47840,부산광역시 동래구 아시아드대로 186 (사직동),051-507-0700,35.2009008,129.0652494
김포도담약국,10071,"경기도 김포시 김포한강7로 71 2층 (구래동, 이마트김포한강점)",031-987-5936,37.6443183,126.6283154
오류온누리약국,8268,서울특별시 구로구 경인로 201 (오류동),02-2612-7156,37.4960229,126.8432515
신효성약국,28736,충청북도 청주시 상당구 쇠내로 16 (금천동),043-222-2497,36.6244786,127.4953372
올리브약국,5537,서울특별시 송파구 강동대로7길 3 1층 (풍납동),02-477-0969,37.5271141,127.1153611
삼정약국,50865,경상남도 김해시 진영읍 김해대로334번길 11-1 (),055-343-3351,35.3057836,128.7267088
메디컬수약국,6980,"서울특별시 동작구 서달로 150 207호, 208호 (흑석동, 해가든상가)",02-825-2911,37.5066681,126.9622064
논현모두약국,21667,"인천광역시 남동구 논고개로 86 101호 (논현동, 모아프라자)",434-9201,37.399423,126.7262143
오렌지약국,13637,경기도 성남시 분당구 성남대로 32 보명프라자 1층 101.102호 (구미동),031-719-5030,37.3386555,127.1093949
원약국,56161,전라북도 정읍시 중앙로 85-1 (수성동),063-535-5350,35.5694011,126.8496668
그린약국,56035,전라북도 순창군 순창읍 옥천로 56-1 (순창읍),063-653-1256,35.3776012,127.1413568
통영사랑약국,53021,경상남도 통영시 광도면 남해안대로 851 (광도면),055-648-5217,34.8696971,128.4158904
남수원큰사랑약국,16584,경기도 수원시 권선구 덕영대로1201번길 8 (권선동),031-226-6758,37.207724,126.8159496
월드약국,47518,부산광역시 연제구 거제천로 248 (연산동),051-867-6493,35.1919892,129.0840139
반성제일약국,52616,경상남도 진주시 일반성면 동부로 1944 (일반성면),055-762-1413,35.1721781,128.2754047
진약국,50926,경상남도 김해시 가락로 27 (부원동),055-335-7877,35.228983,128.8819417
새삼성약국,51236,경상남도 창원시 마산회원구 내서읍 삼계4길 34 (내서읍),055-232-4518,35.2336261,128.5038924
옥산약국,52313,경상남도 하동군 옥종면 옥종중앙길 61 (),055-884-6677,35.1807437,127.8793724
고은약국,52703,경상남도 진주시 순환로 527 (평거동),055-744-8899,35.1712047,128.0614364
햇살약국,50934,경상남도 김해시 활천로 22 (삼정동),055-322-2994,35.2295021,128.8940037
혁신온누리약국,44542,울산광역시 중구 종가6길 4-5 1층 113호 (우정동),052-246-1220,35.5625449,129.225291
율하센텀약국,51019,"경상남도 김해시 율하3로 37 110호 (율하동, 경보센텀빌딩)",055-329-1336,35.1716396,128.8137393
비타민약국,44043,울산광역시 동구 진성14길 118 (전하동),070-8829-8245,35.5109063,129.4262017
메디칼약국,53251,"경상남도 거제시 서문로 64 101호 (고현동, 청암빌딩)",055-632-8544,34.8894042,128.6228467
굿모닝약국,51484,"경상남도 창원시 성산구 가음로13번길 33 (남양동, 남양종합상가)",055-282-6329,35.2130852,128.7009716
코끼리약국,50611,경상남도 양산시 물금읍 범어로 60 101호 (청암프라자),070-8882-1231,35.3289175,129.0140683
안약사의안약국,44691,울산광역시 남구 중앙로 164 (달동),052-267-8879,35.5357221,129.3141
아이사랑약국,18454,"경기도 화성시 동탄지성로 17 1층 125호 (반송동, 풍성위버폴리스)",031-8015-1051,37.2045705,127.0717648
행복약국,46743,부산광역시 강서구 과학산단2로20번길 20 행복메디컬빌딩 1층 103호 (지사동),051-941-9936,35.1504937,128.8327007
언양온누리약국,44942,울산광역시 울주군 언양읍 헌양길 156 (),052-264-6205,35.5669575,129.1181402
세인약국,22153,인천광역시 미추홀구 제일로 42-1 (도화동),032-876-0151,37.458592,126.6749392
당산스타약국,7223,서울특별시 영등포구 양평로 22 1층 (당산동6가),02-3667-8274,37.5331573,126.9039335
온누리조은약국,7922,"서울특별시 양천구 곰달래로5길 30 (신월동, 은성아파트)",02-2602-6060,37.5324289,126.833458
혜민약국,48813,"부산광역시 동구 초량상로 91-1 1층 (초량동, 삼보빌딩)",051-462-0090,35.1199265,129.038731
좌전약국,17166,경기도 용인시 처인구 원삼면 원양로 628 (),031-323-0667,37.2032029,127.321438
해태사랑약국,7071,"서울특별시 동작구 보라매로3길 29 3층 306호 (신대방동, 해태보라매타워)",070-4189-7273,37.491405,126.925186
숭인약국,3111,서울특별시 종로구 종로 407 (숭인동),02-929-0754,37.5754969,127.0223428
맑은샘약국,5304,서울특별시 강동구 천중로 237 1층 (길동),02-477-3002,37.5408214,127.1467522
부영약국,12944,"경기도 하남시 대청로 119-1 101호 (창우동, 부영아파트상가동)",031-791-1668,37.5396741,127.2261354
소망약국,7072,"서울특별시 동작구 신대방1가길 38 105동 305, 306호 (신대방동, 동작상떼빌아파트)",02-6337-3107,37.4876928,126.9067147
중앙약국,2054,"서울특별시 중랑구 신내로 128 근린생활시설동 1층 (신내동, 동성아파트)",02-491-0081,37.6097293,127.0972338
남산비타민약국,46221,부산광역시 금정구 금강로 713 1층 (남산동),051-517-0047,35.2712096,129.0888375
오렌지약국,44611,울산광역시 남구 대학로 138 3층 (무거동),052-277-7900,35.5467773,129.2621294
노벨약국,14305,경기도 광명시 하안로 295 1층 (하안동),02-898-0607,37.4619888,126.8799499
오가약국,21425,인천광역시 부평구 동수로 61 113호 (부평동),032-515-5500,37.4855958,126.7254245
맑은샘약국,16815,"경기도 용인시 수지구 신봉2로 3 (신봉동,홍천말프라자 302)",031-265-1136,37.3233263,127.0773717
우리약국,25414,강원도 강릉시 주문진읍 주문로 97 (주문진읍),033-662-2661,37.8927219,128.8266073
팜프라자약국,8838,서울특별시 관악구 신림로 150 (신림동),02-872-4002,37.472538,126.9337681
정든약국,5295,서울특별시 강동구 양재대로 1594 (명일동),02-426-3792,37.5476877,127.1437514
새우주약국,16314,경기도 수원시 장안구 수성로261번길 6 1층 (정자동),031-243-2821,37.2902107,127.0010069
보림온누리약국,61061,광주광역시 북구 매곡로 45 (매곡동),062-573-4704,35.1889838,126.8941508
담양유명약국,57318,전라남도 담양군 수북면 추성1로 734 (),061-381-6275,35.3018024,126.9318063
동광주종로약국,61171,광주광역시 북구 면앙로139번길 54 (두암동),062-262-7331,35.1788738,126.9287111
우리운암약국,61266,광주광역시 북구 북문대로187번길 10 (운암동),062-527-9470,35.1845481,126.8696743
신촌약국,61751,광주광역시 남구 고싸움로 157 (지석동),062-374-7478,35.0814145,126.8327725
대동약국,57151,전라남도 함평군 함평읍 중앙길 133 (함평읍),061-324-7667,35.0648154,126.5204014
하나로약국,58122,전라남도 화순군 화순읍 칠충로 121 1층 103호,061-371-0777,35.0597114,126.98256
친절한약국,59754,전라남도 여수시 신월로 810 (서교동),061-643-8575,34.7399945,127.7273032
우리약국,57385,전라남도 담양군 고서면 원등1길 4 (),061-381-1390,35.2232167,126.974075
늘푸른온누리약국,6017,서울특별시 강남구 압구정로 306 101호 (신사동),02-516-8753,37.5288635,127.0347606
서안약국,4317,"서울특별시 용산구 효창원로 142 (효창동, 중앙병원)",02-713-3757,37.5404798,126.9620171
정문약국,2855,서울특별시 성북구 고려대로 82 (안암동5가),02-924-2121,37.586131,127.0283334
소담약국,1693,"서울특별시 노원구 상계로1길 14-11 A동 103호 (상계동, 하이웰빙상가)",02-952-1199,37.6569219,127.0618369
코코약국,4534,서울특별시 중구 을지로 56 1층 (을지로2가),02-752-3700,37.5659227,126.9839902
튼튼중앙약국,6335,서울특별시 강남구 개포로 615 석탑프라자 305-1호 (개포동),02-451-0530,37.4926645,127.0756013
마음약국,7281,서울특별시 영등포구 선유로 59 (문래동6가),02-2678-9135,37.5192659,126.8890164
메디팜푸른약국,4702,서울특별시 성동구 무학로 33 104호 (하왕십리동),02-6015-2500,37.5688984,127.028242
청담명약국,6084,서울특별시 강남구 학동로 504 1층 3호 (삼성동),02-512-0556,37.5187214,127.0510396
수서옵티마약국,6349,서울특별시 강남구 광평로51길 8 1층 108호 (수서동),02-3412-7430,37.4883738,127.1024711
홍대옵티마약국,4050,"서울특별시 마포구 양화로 156 117호 (동교동, LG팰리스빌딩)",02-322-5879,37.5560982,126.9234581
행운약국,4710,서울특별시 성동구 왕십리로 381 1층 (하왕십리동),02-2282-0601,37.5646008,127.0279076
우성혜민약국,8735,"서울특별시 관악구 관악로30길 12 121호, 122호 (봉천동, 우성아파트상가)",02-882-6612,37.485396,126.9595888
큰사랑약국,5318,"서울특별시 강동구 상암로 44 1층 (천호동, 유정빌딩)",02-488-6763,37.5496483,127.1283192
압구정제이약국,6030,"서울특별시 강남구 논현로171길 15 105호 (신사동, 카로시티1)",02-514-7999,37.5254936,127.0271419
